species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent	collection_location	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS pg (2C) replicate	GS pg (2C)	GS pg (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	STDV(GS)	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample	V30	V31	V32	V33	V34
Fissidens adianthoides	cbFisAdia4.1	Chromosome	577485684	577099647	cbFisAdia4	2	31	98.7279	98.791	1.209	1.27207	484084571	489364788	216774206	219138699	267310366	270226089	77.89	91.8797	1.2624	1.2624	RBGE	DB1507	DTOL	Bryophyte	""	Fissidens	adianthoides	<Oryza	OXPRO	281.42	382.73	3.37	3.81	1.36	294.87	396	1.47	1.49	0.74	0.73	3.71	3.54	0.014	0.016	Sahr Mian	2020-04-13	""	1.28	""	""	""	""	""	""
Fissidens dubius	cbFisDubi2.1	Chromosome	316286641	316124841	cbFisDubi2	1	31					288612246	289423188	92222650	92481776	196389597	196941412	82.5435	96.291	0.753625	0.753625																																		
Fissidens taxifolius	cbFisTaxi1.1	Chromosome	270844412	270664212	cbFisTaxi1	2	31	88.8785	97.4187	2.58127	11.1215	144602885	145543340	53656292	54005257	90946593	91538083	78.1798	90.736	2.09466	2.09466	RBGE	DB1631	DTOL	Bryophyte	Fissidentaceae	Fissidens	taxifolius	<Oryza	GPB3%PVP	82.24	238.60	6.18	3.74	2.901	85.19	252.13	0.69	0.68	0.34	0.33	5.17	3.62	0.065	0.015	Sahr Mian	2021-12-14	""	""	""	""	""	""	""	""
Flexitrichum flexicaule	cbFleFlex1.1	Chromosome	282270354	282188754	cbFleFlex1	2	31	99.7526	99.7723	0.227682	0.247442	264749324	265155629	61387388	61481598	203361936	203674031	87.6379	94.9435	0.512138	0.512138	RBGE	DB1772	DTOL	Bryophyte	""	Flexitrichum	flexicaule	<Oryza	OXPRO	112.40	327.73	4.93	3.5	2.91	117.83	339.04	0.69	0.69	0.35	0.34	4.32	3.4	0.035	0.009	Sahr Mian		""	""	""	""	""	""	""	""
Flexitrichum gracile	cbFleGrac2.1	Chromosome	242234249	242152791	cbFleGrac2	2	31	99.57	99.5918	0.408201	0.429995	236383970	236799037	38064584	38131422	198319386	198667615	89.1257	94.8478	1.50923	1.50923	RBGE	DB1565	DTOL	Bryophyte	Flexitrichaceae	Flexitrichum	gracile	<Oryza	OXPRO	97.86	340.53	3.76	2.29	3.486	95.76	331.6	0.57	0.58	0.29	0.28	3.51	3.03	0.028	0.004	Sahr Mian	2021-07-21	""	""	Endopolyploidy	""	""	""	""	""
Fragaria moschata	drFraMosc1.hap1.1	Chromosome	223967537	223953537	drFraMosc1	2	31	0	100	0	100	113234526	113725689	38695549	38863393	74538977	74862295	83.5358	83.5358	0.385808	0.385808	RBGK	MC9498	DTOL	Angiosperm	Rosaceae	Fragaria	moschata	<Solanum	GPB3%PVP	219.37	766.52	4.76	2.96	3.494	216.08	777.01	0.57	0.55	0.28	0.27	4.25	2.98	0.101	0.015	Nacho	2020-05-05	KDTOL10787	""	""	""	""	""	""	""
Fragaria moschata	drFraMosc1.hap2.1	Scaffold	223522808	223504608	drFraMosc1	2	31	0	100	0	100	113234526	113725689	38695549	38863393	74538977	74862295	83.5358	83.5358	0.385808	0.385808	RBGK	MC9498	DTOL	Angiosperm	Rosaceae	Fragaria	moschata	<Solanum	GPB3%PVP	219.37	766.52	4.76	2.96	3.494	216.08	777.01	0.57	0.55	0.28	0.27	4.25	2.98	0.101	0.015	Nacho	2020-05-05	KDTOL10787	""	""	""	""	""	""	""
Fragaria vesca	drFraVesc1.hap1.1	Chromosome	219727621	219717021	drFraVesc1	2	31	99.7857	99.8213	0.178659	0.214308	239876506	240670984	79989704	80254632	159886802	160416352	80.3486	87.5859	0.17687	0.17687	RBGE	DMR121	DTOL	Angiosperm	Rosaceae	Fragaria	vesca	<Solanum	GPB3%PVP	112.06	393.96	7.23	3.19	3.519	116.43	405.05	0.57	0.57	0.29	0.28	6.47	2.69	0.052	0.008	Sahr Mian	2021-08-17	""	0.49	""	""	""	""	""	""
Fragaria vesca	drFraVesc1.hap2.1	Chromosome	219169897	219160097	drFraVesc1	2	31	99.7857	99.8213	0.178659	0.214308	239876506	240670984	79989704	80254632	159886802	160416352	80.3486	87.5859	0.17687	0.17687	RBGE	DMR121	DTOL	Angiosperm	Rosaceae	Fragaria	vesca	<Solanum	GPB3%PVP	112.06	393.96	7.23	3.19	3.519	116.43	405.05	0.57	0.57	0.29	0.28	6.47	2.69	0.052	0.008	Sahr Mian	2021-08-17	""	0.49	""	""	""	""	""	""
Frangula alnus	drFraAlnu1.hap1.1	Chromosome	279056038	279030638	drFraAlnu1	2	31	99.6104	99.629	0.371002	0.389575	313983131	314460515	146621769	146844695	167361362	167615820	82.671	96.3405	0.0817998	0.0817998	RBGE	ZAG1894	DTOL	Angiosperm	Rhamnaceae	Frangula	alnus	<Solanum	GPB3%PVPBmet	221.59	619.45	6.51	3.41	2.795	221.59	619.45	0.72	0.72	0.36	0.35	6.51	3.41			Sahr Mian	2020-08-26	""	0.66 (2010)* 1.08 (2003)	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66	""	""	""	""	""
Frangula alnus	drFraAlnu1.hap2.1	Chromosome	281245521	281222121	drFraAlnu1	2	31	99.6104	99.629	0.371002	0.389575	313983131	314460515	146621769	146844695	167361362	167615820	82.671	96.3405	0.0817998	0.0817998	RBGE	ZAG1894	DTOL	Angiosperm	Rhamnaceae	Frangula	alnus	<Solanum	GPB3%PVPBmet	221.59	619.45	6.51	3.41	2.795	221.59	619.45	0.72	0.72	0.36	0.35	6.51	3.41			Sahr Mian	2020-08-26	""	0.66 (2010)* 1.08 (2003)	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66	""	""	""	""	""
Fraxinus excelsior	daFraExce3.hap1.1	Chromosome	759711566	759640766	daFraExce3	2	31	98.428	98.4558	1.54423	1.57204	766386468	769011490	245777060	246618894	520609408	522392595	84.6538	98.1365	0.113548	0.113548	RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.99	535.13	1.84	1.86	0.93	0.91	2.24	1.93	0.03	0.023	Sahr Mian	2020-09-02	""	1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving	""	""	""	""	""
Fraxinus excelsior	daFraExce3.hap1.2	Chromosome	759711566	759640766	daFraExce3	2	31	98.428	98.4558	1.54423	1.57204	766386468	769011490	245777060	246618894	520609408	522392595	84.6538	98.1365	0.113548	0.113548	RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.99	535.13	1.84	1.86	0.93	0.91	2.24	1.93	0.03	0.023	Sahr Mian	2020-09-02	""	1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving	""	""	""	""	""
Fraxinus excelsior	daFraExce3.hap2.1	Scaffold	760969935	760896535	daFraExce3	2	31	98.428	98.4558	1.54423	1.57204	766386468	769011490	245777060	246618894	520609408	522392595	84.6538	98.1365	0.113548	0.113548	RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.99	535.13	1.84	1.86	0.93	0.91	2.24	1.93	0.03	0.023	Sahr Mian	2020-09-02	""	1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving	""	""	""	""	""
Fraxinus excelsior	daFraExce3.hap2.2	Scaffold	760969935	760896535	daFraExce3	2	31	98.428	98.4558	1.54423	1.57204	766386468	769011490	245777060	246618894	520609408	522392595	84.6538	98.1365	0.113548	0.113548	RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.99	535.13	1.84	1.86	0.93	0.91	2.24	1.93	0.03	0.023	Sahr Mian	2020-09-02	""	1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving	""	""	""	""	""
Funaria hygrometrica	cbFunHygr2.1	Chromosome	329926193	329822093	cbFunHygr2	1	31					355594896	361133511	128111814	130107237	227483081	231026274	78.9891	97.0123	1.00127	1.00127	RBGE	DB1762	DTOL	Bryophyte	""	Funaria	hygrometrica	<Solanum	OXPRO	200.47	236.46	2.4	3.03	1.32	200.47	236.46	1.68	1.68	0.84	0.82	2.4	3.03			Sahr Mian		""	""	""	""	""	""	""	""
Galatella linosyris	daGalLino1.hap1.1	Chromosome	4455903098	4455460098	daGalLino1	2	31	99.6396	99.6978	0.302174	0.360414	4440406224	4461117486	2883189427	2896637407	1557216797	1564480080	65.5504	96.091	0.0896148	0.0896148	RBGK	MC9447	DTOL	Angiosperm	Asteraceae	Galatella	linosyris	>Petro	GPB3%PVP	208.43	466.18	3.78	3	2.237	473.14	213.53	10.06	9.97	4.99	4.88	3.05	3.75	0.021	0.093	Sahr Mian		""	-	""	""	""	""	""	""
Galatella linosyris	daGalLino1.hap2.1	Scaffold	4428665872	4428232272	daGalLino1	2	31	99.6396	99.6978	0.302174	0.360414	4440406224	4461117486	2883189427	2896637407	1557216797	1564480080	65.5504	96.091	0.0896148	0.0896148	RBGK	MC9447	DTOL	Angiosperm	Asteraceae	Galatella	linosyris	>Petro	GPB3%PVP	208.43	466.18	3.78	3	2.237	473.14	213.53	10.06	9.97	4.99	4.88	3.05	3.75	0.021	0.093	Sahr Mian		""	-	""	""	""	""	""	""
Galeopsis tetrahit	daGalTetr1.1 alternate haplotype	Contig	42513302	42513302	daGalTetr1	2	31	93.3117	95.5649	4.43506	6.68834	781395466	784072538	534712191	536544123	246683275	247528415	71.6762	85.9428	0.124274	0.124274	RBGE	DMR270	DTOL	Angiosperm	Lamiaceae	Galeopsis	tetrahit	<Petro	GPB3%PVP	247.89	315.48	3.42	2.87	1.273	250.23	317.22	3.54	3.55	1.77	1.74	3.36	2.76	0.007	0.019	Sahr Mian		""	3.10	""	""	""	""	""	""
Galeopsis tetrahit	daGalTetr1.1	Chromosome	1430738615	1430688615	daGalTetr1	2	31	93.3117	95.5649	4.43506	6.68834	781395466	784072538	534712191	536544123	246683275	247528415	71.6762	85.9428	0.124274	0.124274	RBGE	DMR270	DTOL	Angiosperm	Lamiaceae	Galeopsis	tetrahit	<Petro	GPB3%PVP	247.89	315.48	3.42	2.87	1.273	250.23	317.22	3.54	3.55	1.77	1.74	3.36	2.76	0.007	0.019	Sahr Mian		""	3.10	""	""	""	""	""	""
Galeopsis tetrahit	daGalTetr1.2	Chromosome	1427847971	1427800571	daGalTetr1	2	31	93.3117	95.5649	4.43506	6.68834	781395466	784072538	534712191	536544123	246683275	247528415	71.6762	85.9428	0.124274	0.124274	RBGE	DMR270	DTOL	Angiosperm	Lamiaceae	Galeopsis	tetrahit	<Petro	GPB3%PVP	247.89	315.48	3.42	2.87	1.273	250.23	317.22	3.54	3.55	1.77	1.74	3.36	2.76	0.007	0.019	Sahr Mian		""	3.10	""	""	""	""	""	""
Galium aparine	daGalApar1.hap1.1	Chromosome	857556159	857548359	daGalApar1	2	31	85.8383	99.6125	0.387497	14.1617	527722433	528811398	254580011	255105341	273142422	273706057	82.1175	88.1252	0.145028	0.145028	RBGK	MC9094	DTOL	Angiosperm	Rubiaceae	Galium	aparine	>Oryza	OXPRO	190.83	412.21	3.29	2.97	2.16	446.87	207.17	2.16	2.16	1.08	1.05	2.84	3.5	0.007	0.007	Sahr Mian	2020-09-07	KDTOL10100	2.9 (2012)* 3.75( Zonneveld 2005)	""	""	""	""	""	""
Galium aparine	daGalApar1.hap2.1	Scaffold	853304968	853298768	daGalApar1	2	31	85.8383	99.6125	0.387497	14.1617	527722433	528811398	254580011	255105341	273142422	273706057	82.1175	88.1252	0.145028	0.145028	RBGK	MC9094	DTOL	Angiosperm	Rubiaceae	Galium	aparine	>Oryza	OXPRO	190.83	412.21	3.29	2.97	2.16	446.87	207.17	2.16	2.16	1.08	1.05	2.84	3.5	0.007	0.007	Sahr Mian	2020-09-07	KDTOL10100	2.9 (2012)* 3.75( Zonneveld 2005)	""	""	""	""	""	""
Galium uliginosum	daGalUlig1.hap1.1	Chromosome	528277042	528253242	daGalUlig1	2	31	98.5273	98.5656	1.43445	1.47274	540527091	542669248	266881162	267938836	273645929	274730412	73.9702	97.6846	0.237329	0.237329	RBGK	MC9443	DTOL	Angiosperm	Rubiaceae	Galium	uliginosum	<Solanum	LB01	200.89	301.64	4.79	3.18	1.502	208.16	315.59	1.32	1.31	0.65	0.64	4.49	3.36	0.018	0.015	Nacho	2020-09-17	""	-	""	""	""	""	""	""
Galium uliginosum	daGalUlig1.hap2.1	Scaffold	529590361	529564961	daGalUlig1	2	31	98.5273	98.5656	1.43445	1.47274	540527091	542669248	266881162	267938836	273645929	274730412	73.9702	97.6846	0.237329	0.237329	RBGK	MC9443	DTOL	Angiosperm	Rubiaceae	Galium	uliginosum	<Solanum	LB01	200.89	301.64	4.79	3.18	1.502	208.16	315.59	1.32	1.31	0.65	0.64	4.49	3.36	0.018	0.015	Nacho	2020-09-17	""	-	""	""	""	""	""	""
Genista pilosa	drGenPilo1.hap1.1	Chromosome	914403269	913677669	drGenPilo1	2	31	97.7952	97.9518	2.04824	2.2048	882507659	898810122	477406528	486225604	405101131	412584518	72.7918	96.3937	0.184964	0.184964	RBGK	MC9376	DTOL	Angiosperm	Fabaceae	Genista	pilosa	<Petro	GPB3%PVP	153.53	304.80	6.65	4.2	1.985	153.53	304.8	2.27	2.27	1.13	1.11	6.65	4.2			Sahr Mian		""	2.07	""	""	""	""	""	""
Genista pilosa	drGenPilo1.hap2.1	Scaffold	907009400	906298000	drGenPilo1	2	31	97.7952	97.9518	2.04824	2.2048	882507659	898810122	477406528	486225604	405101131	412584518	72.7918	96.3937	0.184964	0.184964	RBGK	MC9376	DTOL	Angiosperm	Fabaceae	Genista	pilosa	<Petro	GPB3%PVP	153.53	304.80	6.65	4.2	1.985	153.53	304.8	2.27	2.27	1.13	1.11	6.65	4.2			Sahr Mian		""	2.07	""	""	""	""	""	""
Gentianella amarella	daGenAmar1.hap1.1	Chromosome	3190605969	3190389769	daGenAmar1	4	31					1670042907	1676944072	1226341623	1231409268	443701284	445534803	67.3338	86.4483	0.104233	0.104233	RBGE	DMR103	DTOL	Angiosperm	Gentianaceae	Gentianella	amarella	>Pisum	GPB3%PVP	268.02	309.41	2.7	2.12	1.154	314.1	274.23	10.49	10.41	5.21	5.09	2.27	2.82	0.009	0.079	Sahr Mian	2021-08-05	""	-	""	""	""	""	""	""
Gentianella amarella	daGenAmar1.hap2.1	Chromosome	3131772627	3131581427	daGenAmar1	4	31					1670042907	1676944072	1226341623	1231409268	443701284	445534803	67.3338	86.4483	0.104233	0.104233	RBGE	DMR103	DTOL	Angiosperm	Gentianaceae	Gentianella	amarella	>Pisum	GPB3%PVP	268.02	309.41	2.7	2.12	1.154	314.1	274.23	10.49	10.41	5.21	5.09	2.27	2.82	0.009	0.079	Sahr Mian	2021-08-05	""	-	""	""	""	""	""	""
Geranium molle	drGerMoll1.hap1.1	Chromosome	399253194	399233794	drGerMoll1	2	31	99.9399	99.9571	0.0428922	0.0601082	490347591	490859811	221895886	222127679	268451705	268732132	86.3646	93.4961	0.0794423	0.0794423																																		
Geranium molle	drGerMoll1.hap2.1	Scaffold	395290345	395273545	drGerMoll1	2	31	99.9399	99.9571	0.0428922	0.0601082	490347591	490859811	221895886	222127679	268451705	268732132	86.3646	93.4961	0.0794423	0.0794423																																		
Geranium pratense	drGerPrat1.hap1.1	Chromosome	2103722344	2103715744	drGerPrat1	2	31	99.6878	99.7709	0.229088	0.312186	2130218780	2140809791	1627292922	1635383489	502925858	505426303	64.1027	96.6275	0.103205	0.103205	RBGE	DMR137	DTOL	Angiosperm	Geraniaceae	Geranium	pratense	<Pisum	GPB3%PVP	180.50	320.51	2.89	2.28	1.776	185.55	327.15	5.12	5.16	2.58	2.52	2.77	2.26	0.014	0.039	Sahr Mian	2021-09-02	""	-	""	""	""	""	""	""
Geranium pratense	drGerPrat1.hap2.1	Scaffold	2093899020	2093893920	drGerPrat1	2	31	99.6878	99.7709	0.229088	0.312186	2130218780	2140809791	1627292922	1635383489	502925858	505426303	64.1027	96.6275	0.103205	0.103205	RBGE	DMR137	DTOL	Angiosperm	Geraniaceae	Geranium	pratense	<Pisum	GPB3%PVP	180.50	320.51	2.89	2.28	1.776	185.55	327.15	5.12	5.16	2.58	2.52	2.77	2.26	0.014	0.039	Sahr Mian	2021-09-02	""	-	""	""	""	""	""	""
Geranium rotundifolium	drGerRotu1.1 alternate haplotype	Contig	35166720	35166720	drGerRotu1	2	31	99.6489	99.6909	0.309073	0.35108	501828477	504435722	189441918	190426162	312386558	314009560	79.0613	88.1466	0.105955	0.105955	RBGK	MC9149	DTOL	Angiosperm	Geraniaceae	Geranium	rotundifolium	<Petro	GPB3%PVPBmet	120.78	430.28	3.41	1.92	3.563	124.08	430.5	1.26	1.3	0.65	0.63	3.58	2.02	0.084	0.031	Sahr Mian	2020-04-20	KDTOL10167	1.43-8.38 genus est.	""	""	""	""	""	""
Geranium rotundifolium	drGerRotu1.1	Chromosome	496995860	496856260	drGerRotu1	2	31	99.6489	99.6909	0.309073	0.35108	501828477	504435722	189441918	190426162	312386558	314009560	79.0613	88.1466	0.105955	0.105955	RBGK	MC9149	DTOL	Angiosperm	Geraniaceae	Geranium	rotundifolium	<Petro	GPB3%PVPBmet	120.78	430.28	3.41	1.92	3.563	124.08	430.5	1.26	1.3	0.65	0.63	3.58	2.02	0.084	0.031	Sahr Mian	2020-04-20	KDTOL10167	1.43-8.38 genus est.	""	""	""	""	""	""
Geum rivale	drGeuRiva1.hap1.1	Chromosome	1047505177	1047495360	drGeuRiva1	2	31	98.9094	98.9384	1.06162	1.09062	1065492011	1068667760	549305421	550942651	516186590	517725108	77.5505	96.7468	0.261314	0.261314	RBGK	MC9077	DTOL	Angiosperm	Rosaceae	Geum	rivale	<Petro	GPB3%PVPBmet	198.30	352.31	3.71	2.62	1.777	209.15	364.73	2.53	2.58	1.29	1.26	3.44	2.17	0.03	0.044	Sahr Mian	2020-09-03	KDTOL10082	No previous estimate	""	""	""	""	""	""
Geum rivale	drGeuRiva1.hap2.1	Scaffold	1031235461	1031224861	drGeuRiva1	2	31	98.9094	98.9384	1.06162	1.09062	1065492011	1068667760	549305421	550942651	516186590	517725108	77.5505	96.7468	0.261314	0.261314	RBGK	MC9077	DTOL	Angiosperm	Rosaceae	Geum	rivale	<Petro	GPB3%PVPBmet	198.30	352.31	3.71	2.62	1.777	209.15	364.73	2.53	2.58	1.29	1.26	3.44	2.17	0.03	0.044	Sahr Mian	2020-09-03	KDTOL10082	No previous estimate	""	""	""	""	""	""
Geum urbanum	drGeuUrba1.1 alternate haplotype	Contig	384893071	384893071	drGeuUrba1	2	31	79.8977	100	0	20.1023	651158821	653631103	314991401	316187343	336167420	337443761	72.6498	89.154	0.354073	0.354073	Offsite	MC9055	DTOL	Angiosperm	Rosaceae	Geum	urbanum	<Petro	GPB3%PVPBmet	283.62	395.49	3.2	2.53	1.394	301.3	412.69	3.23	3.28	1.64	1.61	3.06	2.62	0.022	0.052	Sahr Mian	2020-08-28	KDTOL10059	3.01 (2012)* 3.23 (2013)	Sanger - low DNA yield	""	""	""	""	""
Geum urbanum	drGeuUrba1.1	Chromosome	1304378891	1304361491	drGeuUrba1	2	31	79.8977	100	0	20.1023	651158821	653631103	314991401	316187343	336167420	337443761	72.6498	89.154	0.354073	0.354073	Offsite	MC9055	DTOL	Angiosperm	Rosaceae	Geum	urbanum	<Petro	GPB3%PVPBmet	283.62	395.49	3.2	2.53	1.394	301.3	412.69	3.23	3.28	1.64	1.61	3.06	2.62	0.022	0.052	Sahr Mian	2020-08-28	KDTOL10059	3.01 (2012)* 3.23 (2013)	Sanger - low DNA yield	""	""	""	""	""
Glaucium flavum	dmGlaFlav1.hap1.1	Chromosome	829248337	829246237	dmGlaFlav1	2	31	99.7845	100	0	0.21554	972542682	977147743	622426836	625374073	350115846	351773670	67.018	97.749	0.108546	0.108546	RBGK	MC9271	DTOL	Angiosperm	Papaveraceae	Glaucium	flavum	<Petro	GPB3%PVP	200.36	392.84	3.12	4.36	1.97	205.25	404.87	2.3	2.28	1.14	1.12	2.58	2.94	0.029	0.012	Sahr Mian	2021-08-16	KDTOL10352	-	""	""	""	""	""	""
Glaucium flavum	dmGlaFlav1.hap2.1	Scaffold	828283798	828280398	dmGlaFlav1	2	31	99.7845	100	0	0.21554	972542682	977147743	622426836	625374073	350115846	351773670	67.018	97.749	0.108546	0.108546	RBGK	MC9271	DTOL	Angiosperm	Papaveraceae	Glaucium	flavum	<Petro	GPB3%PVP	200.36	392.84	3.12	4.36	1.97	205.25	404.87	2.3	2.28	1.14	1.12	2.58	2.94	0.029	0.012	Sahr Mian	2021-08-16	KDTOL10352	-	""	""	""	""	""	""
Glaux maritima	ddGlaMari2.hap1.1	Chromosome	1323519841	1323499141	ddGlaMari2	2	31	99.4317	99.4583	0.541739	0.568316	1344013474	1346363962	407938033	408651459	936075441	937712503	84.969	96.898	0.0822431	0.0822431	RBGE	DMR303	DTOL	Angiosperm	Primulaceae	Glaux	maritima	<Petro	GPB3%PVP	229.13	304.23	4.04	3.17	1.328	241.2	319.63	3.39	3.4	1.7	1.66	3.95	3.13	0.003	0.006	Nacho	2020-05-25	""	-	""	""	""	""	""	""
Glaux maritima	ddGlaMari2.hap2.1	Scaffold	1293096983	1292772683	ddGlaMari2	2	31	99.4317	99.4583	0.541739	0.568316	1344013474	1346363962	407938033	408651459	936075441	937712503	84.969	96.898	0.0822431	0.0822431	RBGE	DMR303	DTOL	Angiosperm	Primulaceae	Glaux	maritima	<Petro	GPB3%PVP	229.13	304.23	4.04	3.17	1.328	241.2	319.63	3.39	3.4	1.7	1.66	3.95	3.13	0.003	0.006	Nacho	2020-05-25	""	-	""	""	""	""	""	""
Glechoma hederacea	daGleHede1.hap1.1	Chromosome	753334131	753271931	daGleHede1	4	31					435657768	436763535	238369223	238974241	197288544	197789293	83.8094	92.4593	0.160488	0.160488	RBGK	MC9147	DTOL	Angiosperm	Lamiaceae	Glechoma	hederacea	<Petro	GPB3%PVPBmet	160.20	350.54	3.56	1.91	2.188	165.28	356.42	2.06	2.09	1.04	1.02	3.92	2.08	0.03	0.029	Sahr Mian	2020-04-13	KDTOL10165	1.80	""	""	""	""	""	""
Glechoma hederacea	daGleHede1.hap2.1	Scaffold	741838258	741774258	daGleHede1	4	31					435657768	436763535	238369223	238974241	197288544	197789293	83.8094	92.4593	0.160488	0.160488	RBGK	MC9147	DTOL	Angiosperm	Lamiaceae	Glechoma	hederacea	<Petro	GPB3%PVPBmet	160.20	350.54	3.56	1.91	2.188	165.28	356.42	2.06	2.09	1.04	1.02	3.92	2.08	0.03	0.029	Sahr Mian	2020-04-13	KDTOL10165	1.80	""	""	""	""	""	""
Gnaphalium supinum	daGnaSupi1.hap1.1	Chromosome	1062158553	1062117353	daGnaSupi1	2	31	99.879	99.9062	0.0937574	0.120955	1081468189	1083306954	576242425	577222181	505225764	506084774	79.9216	96.7816	0.229156	0.229156																																		
Gnaphalium supinum	daGnaSupi1.hap2.1	Scaffold	1054330278	1054287078	daGnaSupi1	2	31	99.879	99.9062	0.0937574	0.120955	1081468189	1083306954	576242425	577222181	505225764	506084774	79.9216	96.7816	0.229156	0.229156																																		
Gnaphalium uliginosum	daGnaUlig1.1 alternate haplotype	Contig	14642887	14642887	daGnaUlig1	2	31	99.933	99.9485	0.0514999	0.066979	368706480	369099547	126222398	126356960	242484082	242742587	86.7542	96.8715	0.392115	0.392115	RBGK	MC9413	DTOL	Angiosperm	Asteraceae	Gnaphalium	uliginosa	<Solanum	GPB3%PVP	174.72	413.08	4.4	2.8	2.364	177.98	424.35	0.84	0.83	0.42	0.41	4.24	2.45	0.028	0.01	Sahr Mian		""	-	""	""	""	""	""	""
Gnaphalium uliginosum	daGnaUlig1.1	Chromosome	354384338	354363738	daGnaUlig1	2	31	99.933	99.9485	0.0514999	0.066979	368706480	369099547	126222398	126356960	242484082	242742587	86.7542	96.8715	0.392115	0.392115	RBGK	MC9413	DTOL	Angiosperm	Asteraceae	Gnaphalium	uliginosa	<Solanum	GPB3%PVP	174.72	413.08	4.4	2.8	2.364	177.98	424.35	0.84	0.83	0.42	0.41	4.24	2.45	0.028	0.01	Sahr Mian		""	-	""	""	""	""	""	""
Grimmia atrata	cbGriAtra4.1	Chromosome	412926580	412596286	cbGriAtra4	2	31	99.5866	99.6161	0.383875	0.413364	360208779	361320305	151439176	151906485	208769602	209413820	81.1716	90.9436	0.314893	0.314893	RBGE	DB1741	DTOL	Bryophyte	Grimmiaceae	Grimmia	atrata	<Oryza	GPB3%PVP	175.33	320.88	2.75	2.1	1.83	178.01	324.98	1.09	1.1	0.55	0.54	2.58	2.17	0.005	0.003	Sahr Mian		""	""	""	""	""	""	""	""
Grimmia decipiens	cbGriDeci1.1 alternate haplotype	Contig	20206568	20206568	cbGriDeci1	2	31	99.2499	99.3392	0.660757	0.750054	607072133	609706994	251181087	252271283	355891046	357435711	80.0244	93.0705	0.896841	0.896841	RBGE	DB1730	DTOL	Bryophyte	Grimmiaceae	Grimmia	decipiens	<Oryza	GPB3%PVP	262.89	365.16	4.97	3.44	1.389	270.35	375.83	1.44	1.44	0.72	0.7	5.1	2.75	0.003	0.003	Sahr Mian		""	""	""	""	""	""	""	""
Grimmia decipiens	cbGriDeci1.1	Chromosome	556277087	555988707	cbGriDeci1	2	31	99.2499	99.3392	0.660757	0.750054	607072133	609706994	251181087	252271283	355891046	357435711	80.0244	93.0705	0.896841	0.896841	RBGE	DB1730	DTOL	Bryophyte	Grimmiaceae	Grimmia	decipiens	<Oryza	GPB3%PVP	262.89	365.16	4.97	3.44	1.389	270.35	375.83	1.44	1.44	0.72	0.7	5.1	2.75	0.003	0.003	Sahr Mian		""	""	""	""	""	""	""	""
Grimmia donniana	cbGriDonn2.1	Chromosome	332499531	332158766	cbGriDonn2	2	31	99.2845	99.3232	0.676821	0.715521	326756712	327391709	100273312	100468177	226483400	226923533	86.0822	96.4946	0.66509	0.66509	RBGE	DB1739	DTOL	Bryophyte	Grimmiaceae	Grimmia	donniana	<Oryza	GPB3%PVP	147.46	333.45	4.17	2.83	2.261	151.31	339.46	0.88	0.89	0.45	0.44	3.77	2.66	0.021	0.008	Sahr Mian		""	""	""	""	""	""	""	""
Grimmia elongata	cbGriElon5.1	Chromosome	393366778	393170678	cbGriElon5	1	31					319293979	320472717	122204927	122656072	197089051	197816645	78.5111	93.3312	0.951918	0.951918	RBGE	DB1742	DTOL	Bryophyte	Grimmiaceae	Grimmia	elongata	<Oryza	GPB3%PVP	171.53	344.09	4.31	2.78	2.006	173.7	347.62	1	1	0.5	0.49	3.81	2.59	0.005	0.002	Sahr Mian		""	""	""	""	""	""	""	""
